,superkingdom,phylum,class,order,family,genus,species,taxid
13785,Bacteria,Candidatus Riflebacteria,,,,,Candidatus Riflebacteria bacterium,2053586
13786,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13787,Bacteria,Candidatus Wallbacteria,,,,,Candidatus Wallbacteria bacterium,2053640
13788,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia nanyangense,1228055
13789,Bacteria,Spirochaetota,,,,,Spirochaetota bacterium,2202144
13790,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,,Rhodocyclales bacterium,2072421
13791,Bacteria,Nitrospinota,,,,,Nitrospinota bacterium,2026769
13792,Bacteria,Nitrospinota,,,,,Nitrospinota bacterium,2026769
13793,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13794,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
13795,Bacteria,Actinomycetota,,,,,Actinomycetota bacterium,2900548
13796,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,,Rhodocyclales bacterium,2072421
13797,Bacteria,Actinomycetota,,,,,Actinomycetota bacterium,2900548
13798,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13799,Bacteria,Nitrospinota,,,,,Nitrospinota bacterium,2026769
13800,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,,Nitrosomonadales bacterium,2026761
13801,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
13802,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13803,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,,Rhodocyclales bacterium,2072421
13804,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
13805,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13806,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13807,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13808,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,,Nitrosomonadales bacterium,2026761
13809,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13810,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13811,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13812,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13813,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13814,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13815,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13816,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13817,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13818,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sediminis,2798801
13819,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,Myxococcaceae bacterium JPH2,2799617
13820,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. C1424,2795388
13821,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum pedocola,2801341
13822,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter ginsenosidimutans,502333
13823,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter algicola,2795217
13824,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH10,2796376
13825,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
13826,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Rhodanobacteraceae bacterium,2052182
13827,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13828,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13829,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13830,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13831,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13832,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13833,Bacteria,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,,,Hydrogenophilales bacterium,2478482
13834,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13835,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13836,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13837,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sp.,50421
13838,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp.,1869339
13839,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Rhodanobacteraceae bacterium,2052182
13840,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13841,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13842,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13843,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
13844,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13845,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp.,1869339
13846,Bacteria,,,,,,bacterium,1869227
13847,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea sp.,2480090
13848,Bacteria,,,,,,bacterium,1869227
13849,Bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter affinis,2954384
13850,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter sp.,1903157
13851,Bacteria,Thermodesulfobacteriota,Syntrophia,Syntrophales,Syntrophaceae,,Syntrophaceae bacterium,2052184
13852,Bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter proximus,2954385
13853,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13854,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13855,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13856,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp.,1917967
13857,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13858,Bacteria,,,,,,bacterium,1869227
13859,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp.,1965322
13860,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,2026786
13861,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13862,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13863,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
13864,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,Candidatus Geothrix odensensis,2954440
13865,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
13866,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13867,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13868,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea sp.,2480090
13869,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13870,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
13871,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea sp.,2480090
13872,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,,Rhodocyclales bacterium,2072421
13873,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,,Polyangiaceae bacterium,2268199
13874,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Uliginosibacterium sp.,2052904
13875,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13876,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Uliginosibacterium sp.,2052904
13877,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,,Nitrosomonadales bacterium,2026761
13878,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,Propionivibrio sp.,2212460
13879,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp.,1869339
13880,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter monticola,1926872
13881,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter aurantiacus,2801330
13882,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,1929291
13883,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella sp.,1929293
13884,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
13885,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter sp. HJYY11,2801333
13886,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. 7-21,2802283
13887,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
13888,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
13889,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. BS307-5m-G36,2781767
13890,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. BS307-5m-G38,2781769
13891,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,Luminiphilus sp.,2590574
13892,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,Paracoccaceae bacterium,1904441
13893,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,Luminiphilus sp.,2590574
13894,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,Luminiphilus sp.,2590574
13895,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1871086
13896,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,,Shewanellaceae bacterium,2060962
13897,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
13898,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
13899,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,Nitrospinaceae bacterium,2358456
13900,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
13901,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. Cla-17,2803751
13902,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13903,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13904,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13905,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
13906,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
13907,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
13908,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
13909,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13910,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13911,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13912,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13913,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13914,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13915,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
13916,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
13917,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13918,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13919,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13920,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13921,Bacteria,Cyanobacteriota,,,,,Cyanobacteria bacterium M_DeepCast_200m_mx_001,2775543
13922,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL34,2815397
13923,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL34,2815397
13924,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13925,Bacteria,Cyanobacteriota,,,,,Cyanobacteria bacterium K_DeepCast_0m_m1_088,2775529
13926,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL23,2815394
13927,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL23,2815394
13928,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LPT,2815387
13929,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LPT,2815387
13930,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,Salinicola sp. DM10,2815721
13931,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium aggregatum,187304
13932,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium limicola,2816037
13933,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum sp. DET73,2717879
13934,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas denitrificans,117506
13935,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. 5E99-2,2817683
13936,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,Parahaliea mediterranea,651086
13937,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bowmanella,Bowmanella dokdonensis,751969
13938,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Jiella,Jiella flava,2816857
13939,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum sp. DET73,2717879
13940,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium,1926873
13941,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter,Ciceribacter sp. L1K22,2820275
13942,Bacteria,,,,,,bacterium,1869227
13943,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,,Spirochaetaceae bacterium,1898206
13944,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp.,166
13945,Bacteria,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Pelagibacteraceae,,Pelagibacteraceae bacterium,2026775
13946,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas sp. G2_1,2821091
13947,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. LEh10,2821353
13948,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. LEh10,2821353
13949,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. LEh10,2821353
13950,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13951,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella sp.,2291710
13952,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas sp.,1871049
13953,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces montanisoli,2798581
13954,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. LEh10,2821353
13955,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. LEh10,2821353
13956,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
13957,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13958,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. RG38,2820809
13959,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces liliiviolaceus,2823109
13960,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella aquatica,2824119
13961,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
13962,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas helianthi,1453541
13963,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella alba,2824118
13964,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. B93,2824875
13965,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium baiyunense,2828731
13966,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium luofuense,2828733
13967,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces tuirus,68278
13968,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp. Marseille-Q0513,2829161
13969,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
13970,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium fentianense,2828728
13971,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp. Marseille-Q0513,2829161
13972,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria,Gomphosphaeria aponina,1521640
13973,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria,Gomphosphaeria aponina,1521640
13974,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,,Vibrionaceae bacterium,1889773
13975,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,Paracoccaceae bacterium,1904441
13976,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,,,Oceanospirillales bacterium,1914300
13977,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13978,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13979,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13980,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13981,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,,,Oceanospirillales bacterium,1914300
13982,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13983,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13984,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13985,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13986,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13987,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13988,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13989,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. JGM124,2799789
13990,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. JGM124,2799789
13991,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
13992,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13993,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13994,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13995,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
13996,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
13997,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
13998,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua arabica,1127984
13999,Bacteria,Cyanobacteriota,,,,,Cyanobacteria bacterium SZAS-4,2807733
14000,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia litorisediminis,2829817
14001,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,1904254
14002,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea sp.,2480090
14003,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14004,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium sp.,2303549
14005,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,1904254
14006,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp.,1917218
14007,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,Sulfuricella sp.,2099377
14008,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,306
14009,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp.,166
14010,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp.,166
14011,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum sp. WA123,2717878
14012,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum sp. WA123,2717878
14013,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitromonas,Denitromonas sp. IR12,2795389
14014,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,294
14015,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-10,2819172
14016,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-1,2817657
14017,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-100,2819173
14018,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium polysiphoniae,2571221
14019,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-21,2819179
14020,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-63,2819185
14021,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-94,2819190
14022,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-98,2819192
14023,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-87,2819188
14024,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Candidatus Thiodiazotropha,Candidatus Thiodiazotropha sp. (ex Lucina pensylvanica),2839977
14025,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
14026,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-12,2819177
14027,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-86,2819187
